genes,logFC.genotypenpr1.1,logFC.genotypenpr1.1.treatmentuntreated,logCPM,LR,PValue,FDR,AGI,symbol2,full_name
AT3G23170.1,-0.8022627312101754,0.1348096685857011,3.4849628649723723,20.662628499200288,3.2596219270970593e-5,2.0900148379123475e-4,AT3G23170,PRP,Proline/serine-Rich Protein
AT2G36490.1,-0.2995141136929119,-0.2526514806054618,6.0750459159930426,20.65532261325604,3.2715509147983005e-5,2.0967741923574916e-4,AT2G36490,AtROS1;DML1;ROS1,NA;demeter-like 1;REPRESSOR OF SILENCING1
AT4G26540.1,0.8422312200855647,-0.5265053989139631,5.922234496981641,20.654644565240453,3.272660237133962e-5,2.0967741923574916e-4,AT4G26540,RGFR3;RGI3,NA;RGF1 INSENSITIVE 3
AT3G28200.1,-0.36733275453323033,-0.33020272625367336,6.612064223980523,20.644045618353232,3.2900496498183645e-5,2.1071118592184027e-4,AT3G28200,NA,NA
AT1G53430.1,-0.2456085541223244,-0.6103025169428803,6.85314647321163,20.639481597424506,3.297566150652409e-5,2.1111209514028135e-4,AT1G53430,NILR2,NEMATODE-INDUCED LRR-RLK 2
AT5G15860.1,-0.5877208574527636,0.31567877416122603,3.7895531471992117,20.636475267478417,3.302526663887214e-5,2.11349125434824e-4,AT5G15860,ATPCME;ICME;PCME,prenylcysteine methylesterase;Isoprenylcysteine methylesterase;prenylcysteine methylesterase
AT3G59300.1,0.12260408860153375,-0.5533155689723821,5.450643379063583,20.617216916733057,3.3344808717405513e-5,2.1331281098389002e-4,AT3G59300,NA,NA
AT4G11820.2,0.4165010078141429,-0.25254461160776986,6.255303213991517,20.61226066615594,3.342754380274346e-5,2.1376068075458217e-4,AT4G11820,FKP1;HMGS;MVA1,FLAKY POLLEN 1;HYDROXYMETHYLGLUTARYL-COA SYNTHASE;NA
AT4G36610.1,-0.6695241739677052,0.29125146572219135,3.2059947871799532,20.59617082551055,3.3697550363603743e-5,2.1540530767054006e-4,AT4G36610,NA,NA
AT3G19260.1,-0.7847965558051274,0.6538003830467265,4.453086946132217,20.577105487024628,3.402031392046234e-5,2.17373566489722e-4,AT3G19260,LAG1 HOMOLOG 2;LOH2,LONGEVITY ASSURANCE GENE1 HOMOLOG 2;LAG1 homologue 2
AT1G60890.2,-0.5597265892356945,0.7910761387423082,4.83801585808703,20.576457389183705,3.403133995285248e-5,2.17373566489722e-4,AT1G60890,NA,NA
AT1G55152.1,0.6156414358617556,-0.32784582656295946,3.396732499414287,20.575402104431436,3.4049301068034285e-5,2.174056285221999e-4,AT1G55152,NA,NA
AT3G54850.1,-0.4530857888487073,0.11076582893635495,4.614543326278141,20.573806407021532,3.407647809893374e-5,2.1749648768388594e-4,AT3G54850,ATPUB14;PUB14,NA;plant U-box 14
AT3G05500.1,-0.5130422576050266,0.8774343874769084,4.66791444431293,20.572169702528857,3.410437607496201e-5,2.1759187758575265e-4,AT3G05500,LDAP3;SRP3,LD-associated protein 3;small rubber particle protein3
AT3G52800.1,-0.5220148525720913,0.10477571256380176,6.161895523935146,20.567765454691283,3.417956089000864e-5,2.1798877881216974e-4,AT3G52800,NA,NA
AT2G34510.1,0.5423504952491548,-1.6729423054492942,5.9493820443566925,20.564880038373794,3.422890760926499e-5,2.182206523446082e-4,AT2G34510,NA,NA
AT2G23760.1,0.7915587616209505,-0.9127199275119446,5.62461948940811,20.558666310122632,3.433541754464782e-5,2.18816646180781e-4,AT2G23760,BLH4;SAW2,BEL1-like homeodomain 4;SAWTOOTH 2
AT5G53170.1,0.09342811416523294,-0.5782558697259367,6.933184887434347,20.554556124775864,3.440605256557838e-5,2.1918364696592763e-4,AT5G53170,FTSH11,FTSH protease 11
AT2G16890.2,-0.7785175544531859,1.3499062742422994,4.00551391034714,20.553465643802987,3.44248172535846e-5,2.192200549821712e-4,AT2G16890,NA,NA
AT1G28100.4,0.6651924526297586,-0.6907288575336901,3.844541899408061,20.544883700865324,3.457285053840255e-5,2.2007931648147954e-4,AT1G28100,NA,NA
AT2G04030.1,-0.5200386859302905,0.3252267829232281,8.71726506339542,20.543656307285346,3.459407429760907e-5,2.2013100535058134e-4,AT2G04030,AtHsp90.5;AtHsp90C;CR88;EMB1956;Hsp88.1;HSP90.5,HEAT SHOCK PROTEIN 90.5;NA;NA;EMBRYO DEFECTIVE 1956;HEAT SHOCK PROTEIN 88.1;HEAT SHOCK PROTEIN 90.5
AT5G13060.1,0.487689141233246,0.011054519584850946,3.424045629578987,20.53615388355959,3.4724087700952134e-5,2.208746494843979e-4,AT5G13060,ABAP1,ARMADILLO BTB protein 1
AT1G13250.1,0.1823769043911036,-0.8573226882387542,4.828171255298365,20.52708312126382,3.48819323459343e-5,2.2179469397401604e-4,AT1G13250,GATL3,galacturonosyltransferase-like 3
AT5G51830.1,-1.1274656411567556,1.050517578710703,5.0398621587833174,20.518595139798244,3.50302855256408e-5,2.2265371416770328e-4,AT5G51830,FRK1;FRK7,Fructokinase 1;Fructokinase 7
AT5G63470.1,0.421771992164362,-1.1118268265762241,4.905270402297905,20.51768730501218,3.504618999090736e-5,2.2267055433330285e-4,AT5G63470,NF-YC4,"nuclear factor Y, subunit C4"
AT1G16630.1,0.5972876826543002,-0.14228252963877885,3.4994183112544084,20.51673819967896,3.506282520065145e-5,2.226920228906403e-4,AT1G16630,NA,NA
AT5G11890.1,-0.20390486048608775,-0.37583571309787656,5.503381550960033,20.515729956160442,3.508050558993625e-5,2.2272011088637157e-4,AT5G11890,EMB3135,EMBRYO DEFECTIVE 3135
AT1G66890.1,0.9244301521092932,-1.0208332122640802,2.896795535784456,20.51133737325662,3.515763727531781e-5,2.2312548114396068e-4,AT1G66890,NA,NA
AT2G46250.1,0.7273489262563059,-0.9958594595084808,3.4794062286471386,20.49950451903692,3.536626141982578e-5,2.243647377611984e-4,AT2G46250,NA,NA
AT3G26470.1,-0.46154038525551977,0.04877028175381842,4.725882477060014,20.49300678227894,3.5481348598553474e-5,2.2500988112763301e-4,AT3G26470,NA,NA
AT3G47980.1,-0.5422529322674003,-0.273950364539772,3.0441985965404417,20.492203786961067,3.5495597137137736e-5,2.250152967195384e-4,AT3G47980,NA,NA
AT5G43830.1,0.42504680108692594,-0.6932381814467912,6.826311202479352,20.48616191939922,3.560298911595974e-5,2.2561094460920697e-4,AT5G43830,NA,NA
AT5G40500.1,0.9127267186011105,-0.4306532604612696,3.387379103338169,20.465654039181885,3.596993815560196e-5,2.2785029829410153e-4,AT5G40500,NA,NA
AT1G51470.1,0.5839184140175433,-0.14324660964096947,4.356581567544067,20.45281299716286,3.620162688450679e-5,2.2923148512356937e-4,AT1G51470,BGLU35;TGG5,beta glucosidase 35;THIOGLUCOSIDE GLUCOHYDROLASE 5
AT5G43760.1,-0.5598766709368763,-0.03503512729021561,8.372741930791564,20.446692845118065,3.6312576285129996e-5,2.2984738847547053e-4,AT5G43760,KCS20,3-ketoacyl-CoA synthase 20
AT1G55510.1,0.7398472712328384,-0.7222589465228888,3.8425221800150857,20.442954029903632,3.638052278153605e-5,2.3010816443612265e-4,AT1G55510,BCDH BETA1,branched-chain alpha-keto acid decarboxylase E1 beta subunit
AT1G68690.1,-0.6189281619874113,0.3851337408326678,4.878253109219685,20.44291841728994,3.6381170590055465e-5,2.3010816443612265e-4,AT1G68690,AtPERK9;PERK9,proline-rich extensin-like receptor kinase 9;proline-rich extensin-like receptor kinase 9
AT1G02230.1,-1.6148709175135936,2.427805680172999,2.1820784324392988,20.43332287415067,3.655613852845624e-5,2.3112780246124814e-4,AT1G02230,ANAC004;NAC004,NAC domain containing protein 4;NAC domain containing protein 4
AT3G19990.1,-0.363439120295257,-0.16949977676206332,4.557496233058057,20.42840219755887,3.6646189728811086e-5,2.3160589502075655e-4,AT3G19990,NA,NA
AT2G36000.1,0.6055866559904122,-1.0713449575934517,6.334398923851942,20.427685215398128,3.665932941604808e-5,2.3160589502075655e-4,AT2G36000,EMB3114,EMBRYO DEFECTIVE 3114
AT2G46150.1,-1.0817774222987075,1.1300455366877775,2.355260078035135,20.420392743060173,3.679324197894614e-5,2.3236453834748732e-4,AT2G46150,NA,NA
AT4G14330.1,0.5103449572531006,-0.1392719154527851,4.141090327859314,20.41704287822209,3.685491981141963e-5,2.3261121316453884e-4,AT4G14330,NA,NA
AT5G38560.1,-0.47863730677046046,-0.024352760678076624,6.058815918488435,20.416767503933485,3.685999460944118e-5,2.3261121316453884e-4,AT5G38560,AtPERK8;PERK8,proline-rich extensin-like receptor kinase 8;proline-rich extensin-like receptor kinase 8
AT1G67940.1,-0.6588009166764887,0.41537295324290174,3.220482615599474,20.41570312234147,3.687961638011299e-5,2.32619085626035e-4,AT1G67940,ABCI17;ATNAP3;AtSTAR1;NAP3;NAP3,ATP-binding cassette I17;non-intrinsic ABC protein 3;NA;ARABIDOPSIS THALIANA NON-INTRINSIC ABC PROTEIN 3;non-intrinsic ABC protein 3
AT1G80080.1,0.7019977197854056,-0.40145331020033703,3.5993013829176315,20.415197751947016,3.688893649072905e-5,2.32619085626035e-4,AT1G80080,AtRLP17;TMM,Receptor Like Protein 17;TOO MANY MOUTHS
AT1G21650.3,-0.21223070361979618,-0.21733343342882086,5.297121550804271,20.41334259654552,3.6923169720157774e-5,2.3274759029228158e-4,AT1G21650,SECA2,"NA"
AT2G42900.1,1.385088164918834,-1.666811784717768,1.9654142716140859,20.41228475513128,3.694270431486563e-5,2.32783379514414e-4,AT2G42900,NA,NA
AT5G11730.1,-0.6199220431207354,0.6958237839190743,4.206719821692401,20.41036309470101,3.6978217039517486e-5,2.3291978554437732e-4,AT5G11730,NA,NA
AT5G10160.1,0.37991699122011147,-0.07655773518268642,4.940305976143507,20.4013460286745,3.7145310942960254e-5,2.3388458715546825e-4,AT5G10160,NA,NA
AT5G54280.2,0.5557991958716946,-0.5906910945997298,5.2819531843394,20.393099072235735,3.729879505029749e-5,2.3476300414010772e-4,AT5G54280,ATM2;ATM4;ATMYOS1,myosin 2;ARABIDOPSIS THALIANA MYOSIN 4;ARABIDOPSIS THALIANA MYOSIN 1
AT2G01870.1,0.7800667542909787,-0.9467058576816082,3.2764242116808457,20.391976676137915,3.731973293590716e-5,2.3480681407876572e-4,AT2G01870,NA,NA
AT5G64240.2,0.36724877484927354,-0.8285719330639351,5.866853978909525,20.384650672899753,3.745668585432465e-5,2.3558025670789958e-4,AT5G64240,AtMC3;AtMCP1a;MC3;MCP1a,metacaspase 3;metacaspase 1a;metacaspase 3;metacaspase 1a
AT3G20470.1,-0.5207905598463953,-0.14733465795116504,3.9779252681735233,20.382081566037,3.750483188512092e-5,2.3579478699032425e-4,AT3G20470,ATGRP-5;ATGRP5;GRP-5;GRP5,NA;NA;GLYCINE-RICH PROTEIN 5;glycine-rich protein 5
AT4G22990.2,0.7884138333519058,-1.0805415006604497,3.847715278106479,20.366226833668822,3.7803328001957345e-5,2.3758253165165785e-4,AT4G22990,PHT5;3,"NA"
AT4G39780.1,0.6442408833343445,-0.21401551838326904,4.091192520779585,20.36487470855085,3.782889405777732e-5,2.376542974108456e-4,AT4G39780,NA,NA
AT5G55740.1,0.7632597748519916,-0.7032553962559016,4.2391666066664095,20.351820159571155,3.80766212450743e-5,2.391211814190666e-4,AT5G55740,CRR21,chlororespiratory reduction 21
AT3G44430.1,0.04573594310573866,0.5133717274021223,5.6970518656274916,20.344875988315778,3.820905631435436e-5,2.398632051662328e-4,AT3G44430,NA,NA
AT2G43340.1,-0.6081667010192048,0.30759250796994586,3.9393196670236463,20.34119180134619,3.827950583543161e-5,2.4017117066383958e-4,AT2G43340,NA,NA
AT2G25640.1,0.47696859259314184,-0.07947629726011289,3.9727846534851206,20.340815582592437,3.828670724672673e-5,2.4017117066383958e-4,AT2G25640,NA,NA
AT4G38780.1,0.5360714034518965,0.11707720792952367,2.3015701317260624,20.336711674080007,3.836535047717979e-5,2.4057466318258428e-4,AT4G38780,NA,NA
AT3G02140.1,-0.3665449494893991,-0.5799662871478618,5.073855937511346,20.326494388528484,3.8561846835234185e-5,2.4171659141235038e-4,AT3G02140,AFP4;TMAC2,ABI FIVE BINDING PROTEIN 4;TWO OR MORE ABRES-CONTAINING GENE 2
AT5G56000.1,-0.5583888053812774,0.9211983436938793,5.531539071689537,20.31736465993864,3.8738278820660144e-5,2.42731945508493e-4,AT5G56000,AtHsp90.4;Hsp81.4,HEAT SHOCK PROTEIN 90.4;HEAT SHOCK PROTEIN 81.4
AT3G10080.1,0.44384624866865585,0.17090985254030647,4.294216245763723,20.315919584954216,3.8766278793788885e-5,2.4281682231799384e-4,AT3G10080,NA,NA
AT2G35760.1,-0.6780931414697441,0.043925363699260804,3.123661266780127,20.31325888712109,3.881788579082637e-5,2.43049445918782e-4,AT2G35760,CASPL2B2,CASP-like protein 2B2
AT4G18890.1,-0.9194553831055883,0.7507141330460998,3.7095583854984846,20.307920760467177,3.8921631576667296e-5,2.4355731253209077e-4,AT4G18890,BEH3,BES1/BZR1 homolog 3
AT1G42990.1,-0.8672368887278671,0.4292303163143562,5.325670477280431,20.30719634484794,3.8935731849047644e-5,2.4355731253209077e-4,AT1G42990,ATBZIP60;BZIP60;BZIP60,basic region/leucine zipper motif 60;basic region/leucine zipper motif 60;Bbasic region/leucine zipper motif 60
AT5G12440.1,0.6682594692962716,-0.7595894540090973,4.963320370624208,20.306295813605,3.895326721803672e-5,2.4355731253209077e-4,AT5G12440,NA,NA
AT2G17780.1,0.015616379264697451,-0.9254390655885681,3.651373286619847,20.306104609179638,3.895699141459181e-5,2.4355731253209077e-4,AT2G17780,MCA2,mid1-complementing activity 2
AT5G63530.1,0.6791811383300383,-0.12164450370990307,5.967673013903272,20.292246943540647,3.922785519653382e-5,2.45102776426381e-4,AT5G63530,ATFP3;FP3,ARABIDOPSIS THALIANA FARNESYLATED PROTEIN 3;farnesylated protein 3
AT4G38620.1,-0.38661427151587713,0.7532446077986565,5.30105139722257,20.291965846613405,3.9233368998781985e-5,2.45102776426381e-4,AT4G38620,ATMYB4;MYB4,myb domain protein 4;myb domain protein 4
AT1G22570.1,1.0173601134426782,-1.4094535084041868,4.282838768837399,20.286617053375473,3.9338435019665664e-5,2.4566779550013514e-4,AT1G22570,NA,NA
AT4G31170.1,-0.3774294483758254,0.10568616786388293,6.482251728087739,20.28151399086674,3.9438936427833636e-5,2.462038993129607e-4,AT4G31170,NA,NA
AT1G80530.1,-0.4978461018889717,0.41418178603973516,5.160430902796524,20.27919283341762,3.948473498964855e-5,2.463969728909505e-4,AT1G80530,NA,NA
AT5G13200.1,-1.0196399377906835,0.6989969656785692,4.125893007986919,20.278460317448317,3.949919923777187e-5,2.463969728909505e-4,AT5G13200,GER5,GEm-Related 5
AT1G69610.1,-0.7161962661731531,1.5696217343527454,2.1616312295313818,20.269764389216057,3.967131424245591e-5,2.4737877058612353e-4,AT1G69610,NA,NA
AT1G10740.1,0.1324890859314559,-0.7117074385407964,4.853620767341971,20.268956397635954,3.9687344524260826e-5,2.4738690191579134e-4,AT1G10740,NA,NA
AT1G20720.1,0.4576830439417091,0.014552969786363478,3.1451281064585306,20.249731292537447,4.007068067677454e-5,2.4968374061169713e-4,AT1G20720,NA,NA
AT5G65683.1,-0.46331359806096173,0.7918515164206573,5.018661572746894,20.247712292200205,4.0111152460373654e-5,2.4984325182863073e-4,AT5G65683,WAVH2,WAV3 homolog 2
AT1G70280.2,0.3655739627300691,-0.749874081515093,5.536829622688254,20.244976845753637,4.0166050949517596e-5,2.50092472164917e-4,AT1G70280,NA,NA
AT5G41900.1,-1.138182972694264,1.316926822386394,4.213288747226815,20.240505164647985,4.025595630464392e-5,2.5055939605843396e-4,AT5G41900,NA,NA
AT2G22470.1,-0.7857306574620128,0.5565862053503221,5.8795861016339,20.23808988697177,4.030460032723616e-5,2.507692521841631e-4,AT2G22470,AGP2;ATAGP2,arabinogalactan protein 2;NA
AT3G55280.1,0.16170585575198856,0.25396151448806475,6.361366960267301,20.233490651981732,4.039739214322805e-5,2.5122529988826303e-4,AT3G55280,RPL23A2;RPL23AB,RIBOSOMAL PROTEIN L23A2;ribosomal protein L23AB
AT3G48760.1,-0.4717520620436988,0.24930983088247857,6.235578428505469,20.232283333510487,4.042178576406686e-5,2.5122529988826303e-4,AT3G48760,NA,NA
AT5G52870.1,-0.7105746391866022,0.3769111008577894,3.9120241968323515,20.232235011719656,4.0422762402403416e-5,2.5122529988826303e-4,AT5G52870,MAKR5,MEMBRANE-ASSOCIATED KINASE REGULATOR 5
AT4G23910.1,-0.5326508884462728,0.3228567295650172,3.7913076101056915,20.230139353668,4.046514074490402e-5,0.00025139567284528205,AT4G23910,NA,NA
AT1G47480.1,-0.5603608908343731,0.09998961517797465,4.287720546254174,20.213893288517426,4.0795179042500516e-5,2.5335238918113354e-4,AT1G47480,NA,NA
AT1G19180.1,-1.5972422146830498,1.4326235418979005,6.48009651358801,20.207082036392983,4.093434901338952e-5,2.5412273801771266e-4,AT1G19180,AtJAZ1;JAZ1;TIFY10A,NA;jasmonate-zim-domain protein 1;NA
AT5G04220.2,0.7828430124617145,-0.8112970812877356,3.772458234371996,20.18548840090579,4.137870421361574e-5,2.567864248557558e-4,AT5G04220,ATSYTC;NTMC2T1.3;NTMC2TYPE1.3;SYT3;SYTC,NA;NA;NA;synaptotagmin 3;NA
AT3G42800.1,1.3675676205672163,-0.8839019743337269,1.8418263173394018,20.17892699985424,4.151467827341262e-5,2.5753511089920923e-4,AT3G42800,NA,NA
AT1G22410.1,-0.7109848843661125,0.6658442031770254,7.750732937340438,20.17444664949688,4.160778267137617e-5,2.579900863133445e-4,AT1G22410,NA,NA
AT1G04220.1,-0.775456483471453,0.6852491601770255,4.811259094961102,20.17392024971893,4.161873527645477e-5,2.579900863133445e-4,AT1G04220,KCS2,3-ketoacyl-CoA synthase 2
AT4G32710.1,0.6222549207803959,-0.5947459914305785,3.8768535529937247,20.16652693096159,4.177287028132354e-5,2.588500360958887e-4,AT4G32710,PERK14,proline-rich extensin-like receptor kinase 14
AT1G72140.1,0.013105651010632732,1.0325757221000071,3.1064640996701076,20.158727084843992,4.193609934487571e-5,2.597656832207106e-4,AT1G72140,NPF5.12,"NA"
AT1G51550.1,0.7257908599472555,-0.7431290506436011,3.0415898490648257,20.15718156871117,4.196851832832049e-5,2.598706743079454e-4,AT1G51550,NA,NA
AT3G62010.1,0.4805299031779251,-0.6784953756022508,6.353260955517767,20.139413675834625,4.234302548485659e-5,2.6209303062642075e-4,AT3G62010,NA,NA
AT5G60270.1,-0.6202088120828535,-0.6149945709038301,3.877914590139818,20.13638143584609,4.240727128227458e-5,2.6235591871081714e-4,AT5G60270,LecRK-I.7,L-type lectin receptor kinase I.7
AT3G44300.1,0.9943963147698043,0.4649402903015812,5.509514588642202,20.135935317712494,4.2416731663704946e-5,2.6235591871081714e-4,AT3G44300,AtNIT2;NIT2,nitrilase 2;nitrilase 2
AT1G27950.1,-0.5479424661889705,0.8153818142611299,7.709451859906507,20.11840089664642,4.2790243014186026e-5,2.6456874950140264e-4,AT1G27950,LTPG1,glycosylphosphatidylinositol-anchored lipid protein transfer 1
AT3G44160.1,0.6100404851591947,-0.45112746871192944,3.9771410902651563,20.115483272587653,4.285271148923837e-5,2.648575056319777e-4,AT3G44160,P39,"NA"
AT1G77600.3,0.38367651575523826,-0.1444082839887738,4.87445985884844,20.10967513403429,4.2977339608854526e-5,2.655106262185693e-4,AT1G77600,AtPDS5B;PDS5B,NA;NA
AT3G12630.1,-0.1448654257440726,-0.3337549169283794,5.838158136704832,20.108547445932164,4.3001578959088045e-5,2.655106262185693e-4,AT3G12630,SAP5,stress associated protein 5
AT4G25620.1,0.11928617837413714,-0.8194602201096579,5.24755141317293,20.108351191376116,4.300579879401911e-5,2.655106262185693e-4,AT4G25620,NA,NA
AT1G07010.3,-0.6839860489598832,0.631053785650078,4.296685566209927,20.104419043187338,4.3090434553760945e-5,2.6593541883491187e-4,AT1G07010,AtSLP1;SLP1,NA;Shewenella-like protein phosphatase 1
AT4G36910.1,-0.4437601362439237,0.13237288295530109,4.659381464654717,20.097485994792365,4.324006779159906e-5,2.66760888296391e-4,AT4G36910,CBSX1;CDCP2;LEJ2,CBS domain containing protein 1;CYSTATHIONE [BETA]-SYNTHASE DOMAIN-CONTAINING PROTEIN 2;LOSS OF THE TIMING OF ET AND JA BIOSYNTHESIS 2
AT1G20900.1,-0.4071329101265265,-0.22369542863730543,4.2686184689489375,20.085737089369566,4.349482707814158e-5,2.6823406757918515e-4,AT1G20900,AHL27;ESC;ORE7,AT-hook motif nuclear-localized protein 27;ESCAROLA;ORESARA 7
AT3G44740.1,0.028303528356998023,0.7775051366552623,2.458942997033312,20.062647495100695,4.399987576598467e-5,2.7121217326805193e-4,AT3G44740,NA,NA
AT3G02450.1,0.36390594511512997,0.018509085645401376,6.022660941513374,20.06218628755508,4.401002347334422e-5,2.7121217326805193e-4,AT3G02450,NA,NA
AT5G15330.1,0.2586642355528005,-1.0437463542622085,3.101575280913425,20.05968088403911,4.4065189453164e-5,2.714525550508625e-4,AT5G15330,ATSPX4;SPX4,ARABIDOPSIS THALIANA SPX DOMAIN GENE 4;SPX domain gene 4
AT4G16390.1,0.4426762769503318,-0.16030618531712798,5.71501493814934,20.041502091415232,4.4467541220909696e-5,2.738307276283218e-4,AT4G16390,SVR7,suppressor of variegation 7
AT1G75080.1,-0.24078049479203661,-0.22354695858432802,5.487645069894783,20.032727129885224,4.4663070329123136e-5,2.7493401189407823e-4,AT1G75080,BZR1,BRASSINAZOLE-RESISTANT 1
AT3G22800.1,-0.5439412368922467,-0.015665313103982895,5.042413596435171,19.986039528741323,4.571794057375949e-5,2.8132442626321825e-4,AT3G22800,NA,NA
AT2G42870.1,1.3704417344609432,-2.448280911688127,2.796671781819963,19.981091253255546,4.583119309946273e-5,2.8191805671104887e-4,AT2G42870,HLH1;PAR1,HELIX-LOOP-HELIX 1;PHY RAPIDLY REGULATED 1
AT2G26900.1,0.4969984804380264,-0.27079075278926373,7.210117440008426,19.97246353400294,4.602932949202569e-5,2.830332013676938e-4,AT2G26900,BASS2,bile acid:sodium symporter family protein 2
AT3G10360.1,0.4320345996440745,-0.19262540535398995,5.601449161330956,19.959675483672626,4.632458511314448e-5,2.8474449517589245e-4,AT3G10360,APUM4;PUM4,pumilio 4;pumilio 4
AT1G09570.1,0.5635200118546123,-0.47834814151997795,6.552056860569301,19.95204901532182,4.650156882998173e-5,2.8572121978284975e-4,AT1G09570,FHY2;FRE1;HY8;PHYA,FAR RED ELONGATED HYPOCOTYL 2;FAR RED ELONGATED 1;ELONGATED HYPOCOTYL 8;phytochrome A
AT2G36320.1,0.6178534543806882,-0.6776534005358984,5.780026603643024,19.951363806972314,4.651750319102887e-5,2.8572121978284975e-4,AT2G36320,NA,NA
AT5G66558.1,-0.4936272644548892,1.18329005262044,3.2628353887957995,19.945901343197644,4.664472693875492e-5,2.8639794146350294e-4,AT5G66558,NA,NA
AT1G61260.1,-0.7441119485508778,0.19544788102535937,3.383376819601194,19.940000105365016,4.6782561000301024e-5,2.871392920146353e-4,AT1G61260,NA,NA
AT3G58570.1,0.43618550331403694,-0.20586417007686508,5.350570557883066,19.93476821010842,4.6905101940255274e-5,2.8778627008559104e-4,AT3G58570,NA,NA
AT5G14310.1,-0.4731875511218878,0.46986576225837867,4.7167622603862425,19.91642190462425,4.7337349108372735e-5,2.903322846555508e-4,AT5G14310,AtCXE16;CXE16,carboxyesterase 16;carboxyesterase 16
AT1G73120.1,-1.1488582881458016,-0.3734365141601336,2.248077429174523,19.911289798579986,4.745897523892338e-5,2.909720164374722e-4,AT1G73120,NA,NA
AT5G23870.3,1.1109929791394586,-0.842565931913309,4.253772143251525,19.90979373371585,4.749448937280075e-5,2.910835195088215e-4,AT5G23870,PAE9,pectin acetylesterase 9
AT2G38370.1,-0.2477207950268529,-0.2957165573435707,3.7627512957774414,19.894736004915927,4.7853418411611684e-5,2.931763588244583e-4,AT2G38370,NA,NA
AT1G13300.1,0.1539876901515952,-1.2438630534475907,4.900946802790119,19.89140294542481,4.7933234045912815e-5,2.935582933785233e-4,AT1G13300,AtNIGT1;HRS1;NIGT1.4,"NA;HYPERSENSITIVITY TO LOW PI-ELICITED PRIMARY ROOT  SHORTENING 1;NITRATE-INDUCIBLE, GARP-TYPE TRANSCRIPTIONAL REPRESSOR 1/HYPERSENSITIVE TO LOW Pi-ELICITED PRIMARY ROOT SHORTENING 1.4"
AT1G29700.1,0.6281254413920535,-0.5141183729083648,5.213692786151916,19.880824437499594,4.818743677278561e-5,2.950075620794553e-4,AT1G29700,NA,NA
AT5G54850.1,-0.7009590366821342,0.5772452642847374,3.146802298782137,19.87852724389321,4.8242816507021287e-5,2.951970947185804e-4,AT5G54850,NA,NA
AT1G13910.1,0.7597349765608244,-0.15561420374967297,2.2448396310599876,19.878082721015822,4.825354021651418e-5,2.951970947185804e-4,AT1G13910,NA,NA
AT1G18040.1,0.3583885129256934,0.009560849514491385,4.191353416828416,19.865557198970507,4.8556688890391604e-5,2.9694350807050915e-4,AT1G18040,AT;CDCKD;3;CAK2AT;CDKD1;3,CYCLIN-DEPENDENT KINASE D1;3;NA;cyclin-dependent kinase D1;3
AT5G57220.1,-0.7058237776450209,-0.9718874046027525,4.420181559636851,19.860191075469565,4.8687144416939145e-5,2.976329472562448e-4,AT5G57220,CYP81F2,"""cytochrome P450, family 81, subfamily F, polypeptide 2"""
AT4G04740.2,-0.45000883235165295,0.2987335373234698,5.4094404942206555,19.85895177518223,4.871732276201416e-5,2.977090960636871e-4,AT4G04740,ATCPK23;CPK23,NA;calcium-dependent protein kinase 23
AT3G12740.1,-0.48269064798905487,0.1002701310790467,6.635545999622732,19.857632800540053,4.874946181517731e-5,2.9779716692115044e-4,AT3G12740,ALIS1,ALA-interacting subunit 1
AT4G30510.1,-0.03036134427964205,-0.639234021861071,3.7213617009865296,19.853310811286384,4.8854923049760504e-5,2.983329161442845e-4,AT4G30510,ATATG18B;ATG18B,ARABIDOPSIS THALIANA HOMOLOG OF YEAST AUTOPHAGY 18 (ATG18) B;homolog of yeast autophagy 18 (ATG18) B
AT3G24240.1,-0.5318407676950033,0.01969795961514298,4.307498593756057,19.849402701050906,4.895048159509875e-5,2.9880782714973255e-4,AT3G24240,RGFR1;RGI1,NA;RGF1 INSENSITIVE 1
AT1G72790.1,-0.6782896771629814,0.030353150812187483,5.227514755098626,19.84712757738226,4.9006197478856284e-5,2.9903927041311537e-4,AT1G72790,NA,NA
AT4G14040.1,0.5798730621575474,-0.6832787205876398,7.1662373330496525,19.833006965147447,4.935342054290751e-5,3.010486970589336e-4,AT4G14040,EDA38;SBP2,EMBRYO SAC DEVELOPMENT ARREST 38;selenium-binding protein 2
AT4G32980.1,0.5953773191558202,-0.31663218358007067,4.511381410019152,19.826361865731815,4.951767245237633e-5,3.0194097260525225e-4,AT4G32980,ATH1,homeobox gene 1
AT4G04840.1,0.993418889051359,-0.7411862909111953,4.0640289433573775,19.806060072863595,5.0022881039039335e-5,3.0491087756706164e-4,AT4G04840,ATMSRB6;MSRB6,methionine sulfoxide reductase B6;methionine sulfoxide reductase B6
AT1G44900.1,0.24806349192908167,0.27566777621215427,5.101256156410297,19.80520385755048,5.0044300802070315e-5,3.0493079766919813e-4,AT1G44900,ATMCM2;MCM2,NA;MINICHROMOSOME MAINTENANCE 2
AT5G23980.1,1.7018135636145273,-1.018747142798838,1.7828972871912272,19.802028683341106,5.0123813588723594e-5,3.053045483962899e-4,AT5G23980,ATFRO4;FRO4,NA;ferric reduction oxidase 4
AT5G64572.1,0.12922603026270835,-1.7419187288283815,4.590218664757106,19.793480766300235,5.033849914065982e-5,3.0650106816380727e-4,AT5G64572,NA,NA
