genes,logFC.genotypenpr1.1,logFC.genotypenpr1.1.treatmenttreated,logCPM,LR,PValue,FDR,AGI,symbol2,full_name
AT1G53140.1,0.5959516397668605,-0.2551229815280301,3.232714304244589,17.58592376181025,1.5179769449392662e-4,0.0014962495218269359,AT1G53140,DRP5A,Dynamin related protein 5A
AT5G46420.1,0.025837777551082994,0.4773190156099852,6.719403477749973,17.585920433049164,1.51797947143266e-4,0.0014962495218269359,AT5G46420,NA,NA
AT3G17680.2,0.4757482538788119,0.3454938144942154,2.86838765004841,17.580754530168345,1.521905406762365e-4,0.0014996793395316418,AT3G17680,NA,NA
AT4G38850.1,0.9263250852326684,1.0626906568879995,0.3277708472100704,17.577799564099656,1.5241556581254895e-4,0.0015014564181862417,AT4G38850,ATSAUR15;SAUR-AC1;SAUR15;SAUR_AC1,ARABIDOPSIS THALIANA SMALL AUXIN UPREGULATED 15;ARABIDOPSIS COLUMBIA SAUR GENE 1;SMALL AUXIN UPREGULATED 15;SMALL AUXIN UP RNA 1 FROM ARABIDOPSIS THALIANA ECOTYPE COLUMBIA
AT5G37720.1,-0.35941141337257637,-0.08210660257202662,4.887794636983739,17.57641777393632,1.5252090536243675e-4,0.0015020537696332356,AT5G37720,ALY4;AtALY4;DIP2,NA;NA;interacting with DNA-binding domain of Zn-finger PARP 1
AT1G48040.1,0.06383556968641843,-0.7368280020495601,3.207203266565499,17.571526900967548,1.5289434197069405e-4,0.0015052902663050868,AT1G48040,NA,NA
AT1G08560.1,0.35955763062608675,0.09625032582177347,4.665386017818484,17.570816258447596,1.529486782337693e-4,0.0015053841493881418,AT1G08560,ATSYP111;KN;SYP111,NA;KNOLLE;syntaxin  of plants 111
AT1G02640.1,-0.7787857332457645,1.8601597826808176,4.718367188734511,17.566504684812763,1.5327875864170793e-4,0.0015081168482610292,AT1G02640,ATBXL2;BXL2,BETA-XYLOSIDASE 2;beta-xylosidase 2
AT1G30380.1,0.39634116873213565,0.3002389963180593,9.303550978120928,17.566017679789752,1.5331608694898148e-4,0.0015081168482610292,AT1G30380,PSAK,photosystem I subunit K
AT1G01120.1,0.43043428900182207,-0.8503384955402953,7.209273883160181,17.564900081769167,1.5340178376804935e-4,0.0015085182142739227,AT1G01120,KCS1,3-ketoacyl-CoA synthase 1
AT1G53730.2,-0.6211711925557246,0.3395203921685054,6.184314209126565,17.561126867693968,1.5369146582506845e-4,0.0015109247029414716,AT1G53730,SRF6,STRUBBELIG-receptor family 6
AT3G23930.1,-0.6850720120699868,-0.26908149866179093,1.280191430149833,17.5556523744393,1.5411273356536902e-4,0.0015144984988621308,AT3G23930,NA,NA
AT1G19350.3,-0.3671612058223418,0.749916068294163,7.348179597000087,17.55523191321474,1.541451361855987e-4,0.0015144984988621308,AT1G19350,BES1;BZR2,BRI1-EMS-SUPPRESSOR 1;BRASSINAZOLE-RESISTANT 2
AT5G07760.1,-0.8472615662831766,-0.38427052180032417,0.40531364898306754,17.55423164061905,1.54222249045204e-4,0.001514813216140586,AT5G07760,NA,NA
AT1G05350.1,-0.019162034909245996,-0.44474139630882303,5.311604771638359,17.55315447705103,1.543053327108949e-4,0.0015151863792377237,AT1G05350,NA,NA
AT2G40490.1,0.27039189497990423,0.24878700695078584,7.134782767595775,17.54827454404609,1.5468229225117046e-4,0.0015184441671702686,AT2G40490,HEME2,"NA"
AT1G10910.1,0.0284932004416554,0.5431016990395872,5.465802767034268,17.544819335947587,1.5494975297220123e-4,0.001520625467106281,AT1G10910,EMB3103;PDM2,EMBRYO DEFECTIVE 3103;Pentratricopeptide Repeat Protein Pigment-Defective Mutant2
AT3G09720.1,0.4103317747973742,-0.07957641868542639,4.178558670675187,17.54388345182846,1.550222774460383e-4,0.0015208930121873808,AT3G09720,AtRH57;RH57,NA;RNA helicase 57
AT1G62570.1,0.6768979564783162,-0.44048195366577975,4.865190570961407,17.540894954682006,1.5525409241439066e-4,0.0015227227125827073,AT1G62570,FMO GS-OX4,flavin-monooxygenase glucosinolate S-oxygenase 4
AT3G62830.1,-0.18383420156643493,-0.22736006835778844,6.640382584124021,17.5339857384081,1.557913619588822e-4,0.0015275463509023517,AT3G62830,ATUXS2;AUD1;UXS2,NA;NA;UDP-GLUCURONIC ACID DECARBOXYLASE 2
AT1G05010.1,0.025888096075241392,-0.6886413526285701,8.617542494776442,17.528793718106215,1.5619632333044358e-4,0.0015310702615372127,AT1G05010,ACO4;EAT1;EFE,ethylene forming enzyme;NA;ethylene-forming enzyme
AT3G61640.1,-0.43050886599602023,0.1527301556872926,4.648883255234457,17.518501797803545,1.5700217504819463e-4,0.0015385205850012938,AT3G61640,AGP20;AtAGP20,arabinogalactan protein 20;Arabinogalactan protein 20
AT4G38770.1,0.03429483915708214,0.6799802637723653,10.522717128330228,17.517287888574742,1.5709749716798503e-4,0.0015390058600112631,AT4G38770,ATPRP4;PRP4,ARABIDOPSIS THALIANA PROLINE-RICH PROTEIN 4;proline-rich protein 4
AT1G51950.1,-0.4303039223845738,0.7540963455643676,4.6853531220033116,17.51403381015418,1.5735330900722744e-4,0.0015410626316703165,AT1G51950,IAA18,indole-3-acetic acid inducible 18
AT3G49410.1,0.7571198813565467,-0.4114961678553961,2.0327622032555523,17.512364639342366,1.5748468859861514e-4,0.0015418999144203571,AT3G49410,NA,NA
AT1G23880.1,-0.35740434119284287,1.0706199337819433,2.822092625537465,17.506500724795316,1.5794710453744996e-4,0.001545882071464066,AT1G23880,NA,NA
ATMG01170.1,-2.4009523932410204,1.3853401121675804,-0.8470001037718604,17.506040876071463,1.5798342459995247e-4,0.001545882071464066,ATMG01170,ATP6-2,"NA"
AT2G46225.2,-0.29173894220711727,-0.18932240006361087,5.872941834729088,17.504259681282115,1.58124186898267e-4,0.0015468090038298597,AT2G46225,ABIL1,ABI-1-like 1
AT5G44490.1,0.7112322879031859,-0.20496952818543546,1.9183987286363735,17.502305288624513,1.5827878079519093e-4,0.0015478706613154846,AT5G44490,NA,NA
AT1G21530.2,-2.4053458440109963,0.0803405987314789,-1.419942017255741,17.50005057580459,1.5845731801191005e-4,0.0015491657840663955,AT1G21530,NA,NA
AT1G74100.1,-0.049092720054280135,-0.5767012733816892,6.487901878991868,17.495322548235862,1.5883235641924544e-4,0.0015523806981964762,AT1G74100,ATSOT16;ATST5A;CORI-7;SOT16,SULFOTRANSFERASE 16;ARABIDOPSIS SULFOTRANSFERASE 5A;CORONATINE INDUCED-7;sulfotransferase 16
AT4G03090.1,0.3475080417125161,0.05885034777390815,4.3065441245454865,17.493766190014426,1.5895600454507154e-4,0.0015531374424901116,AT4G03090,AtNDX;NDX,NA;Nodulin Homeobox
AT3G27870.1,0.23634936231828393,0.3799882246728588,3.5950755290592804,17.492508972343536,1.590559571062158e-4,0.0015536622879892628,AT3G27870,NA,NA
AT5G19200.1,-0.7024086872948416,0.999464870058309,2.7826382861286576,17.489861636941715,1.5926663374144295e-4,0.0015552680694507312,AT5G19200,TSC10B,TSC10B
AT1G63580.1,1.415128805085712,0.8922265415473195,-1.3606780801125906,17.488597625186763,1.5936732300480492e-4,0.0015554750130383124,AT1G63580,NA,NA
AT2G34080.1,0.23606191928877315,-0.9066743411627874,3.474177905175053,17.488433420053855,1.5938040800818134e-4,0.0015554750130383124,AT2G34080,NA,NA
AT5G01740.1,-1.3205615534683606,1.0153196602789238,2.2849751401023397,17.484136697397652,1.5972318278340036e-4,0.0015583677084459405,AT5G01740,NA,NA
AT5G11090.1,-0.5366690078174684,0.40335895215888246,6.067871664850669,17.480805542580562,1.5998943577920057e-4,0.0015605123428309717,AT5G11090,NA,NA
AT2G29750.1,-0.3631847412219337,-0.11013995385543775,3.950462787702996,17.473995883088055,1.605351009906478e-4,0.0015653802853998105,AT2G29750,UGT71C1,UDP-glucosyl transferase 71C1
AT3G27770.1,-0.5460009130179324,0.5015462183184158,7.289465149457629,17.45866410338708,1.6177047446064145e-4,0.0015769688084788145,AT3G27770,NA,NA
AT1G51440.1,1.1973685447006444,-1.0921858947847765,1.3419303107659435,17.457738784154447,1.6184533644275924e-4,0.001577091694476895,AT1G51440,DALL2,DAD1-Like Lipase 2
AT1G21590.1,0.45249245215211764,-0.21025792015050918,5.455107808490939,17.457348165726742,1.618769494152375e-4,0.001577091694476895,AT1G21590,NA,NA
AT5G42220.1,0.047970947362651346,-0.5196659759436169,6.231955802229866,17.456652306097194,1.6193328103141985e-4,0.0015771832200631216,AT5G42220,NA,NA
AT5G65200.1,-0.7538226155214747,0.39579619587907217,3.507581296015418,17.448603240694755,1.6258629998300447e-4,0.0015830845702778662,AT5G65200,ATPUB38;PUB38,ARABIDOPSIS THALIANA PLANT U-BOX 38;plant U-box 38
AT3G05170.1,0.808153778938891,-0.642030559055828,2.53728911684265,17.437983348109167,1.6345192066965114e-4,0.0015910519809796114,AT3G05170,NA,NA
AT3G48200.1,-0.49771349546647886,0.4782153514567909,6.783926832887512,17.435502203831007,1.6365482039836608e-4,0.0015925656747830571,AT3G48200,NA,NA
AT1G02930.1,-0.25410548065643623,-1.3453167221492721,7.735492580135978,17.430559641164884,1.640597576519329e-4,0.0015960440001795743,AT1G02930,ATGST1;ATGSTF3;ATGSTF6;ERD11;GST1;GSTF6,ARABIDOPSIS GLUTATHIONE S-TRANSFERASE 1;ARABIDOPSIS THALIANA GLUATIONE S-TRANSFERASE F3;GLUTATHIONE S-TRANSFERASE;EARLY RESPONSIVE TO DEHYDRATION 11;GLUTATHIONE S-TRANSFERASE 1;glutathione S-transferase 6
AT1G74850.1,0.4346161545691271,0.08436714311627966,5.859508757404727,17.418516148115856,1.650506644277965e-4,0.0016052192260789632,AT1G74850,PDE343;PTAC2,PIGMENT DEFECTIVE 343;plastid transcriptionally active 2
AT1G21230.1,-2.3042803072000915,0.18576525695827587,-1.6673565767962573,17.41790620903851,1.6510100752895073e-4,0.0016052442288737854,AT1G21230,WAK5,wall associated kinase 5
AT3G55280.1,0.40751159238222934,-0.24003527170314995,6.361152424571477,17.41391624115407,1.6543071015418656e-4,0.0016079001800699986,AT3G55280,RPL23A2;RPL23AB,RIBOSOMAL PROTEIN L23A2;ribosomal protein L23AB
AT3G20860.1,-0.04639603931617365,-0.559820800622061,4.172277445476113,17.413442777938464,1.6546987746806903e-4,0.0016079001800699986,AT3G20860,ATNEK5;NEK5,NIMA-related kinase 5;NIMA-related kinase 5
AT1G62430.1,0.31141227396792764,0.2770991988013276,5.232851727553409,17.40991013316745,1.657624088931146e-4,0.0016102770926933899,AT1G62430,ATCDS1;CDS1,CDP-diacylglycerol synthase 1;CDP-diacylglycerol synthase 1
AT4G05020.2,0.162271603117705,-1.4096470636660983,4.6976020529705576,17.409055814917856,1.658332309436873e-4,0.001610476381385942,AT4G05020,NDB2,NAD(P)H dehydrogenase B2
AT1G77600.3,0.23111850176780427,0.1582797378144892,4.874579433813577,17.408055067444717,1.6591623030071944e-4,0.001610476381385942,AT1G77600,AtPDS5B;PDS5B,NA;NA
AT4G26850.1,-0.013152811889159418,-0.5096659938973295,6.400910173253176,17.407928773891804,1.659267077066285e-4,0.001610476381385942,AT4G26850,GGP;VTC2,GDP-l-galactose phosphorylase;vitamin c defective 2
AT4G01970.1,-0.8531708318056012,-0.47015522282819383,0.048703696861791546,17.39544336310693,1.6696577919366436e-4,0.0016200935929730031,AT4G01970,AtSTS;RS4;STS,stachyose synthase;raffinose synthase 4;stachyose synthase
AT4G11170.1,0.05046908288242424,-2.234404321385009,1.6858206665745485,17.388231107433263,1.6756896606864234e-4,0.0016254770201612357,AT4G11170,RMG1,Resistance Methylated Gene 1
AT1G21370.1,-0.13996035363171108,-0.4287881005620761,4.420413747591199,17.386910533275433,1.6767964622808304e-4,0.0016260812330609082,AT1G21370,NA,NA
AT4G27300.1,-0.7865398712173635,0.9687524974328986,4.758006280388639,17.36633341084343,1.694137338696851e-4,0.0016424236253575184,AT4G27300,NA,NA
AT3G01890.1,0.527090081285049,-0.10730354170407085,3.7435184892158633,17.364107665293055,1.6960237474903202e-4,0.001643778193342075,AT3G01890,SWP73A,SWP73A
AT4G01920.1,0.10654553352305939,-0.8769207464361455,2.5878174379770207,17.35957079986219,1.6998754302351897e-4,0.0016470361651315698,AT4G01920,NA,NA
AT1G04280.1,-0.5234488628847962,0.5927552884253525,5.366587626152651,17.353393158061863,1.7051341584455322e-4,0.0016516551741737322,AT1G04280,NA,NA
AT5G08415.1,0.3978553844993051,-0.0501474422297988,4.918906401446863,17.348320810576254,1.709464163427665e-4,0.001655372184999896,AT5G08415,LIP1,lipoyl synthase 1
AT4G12700.1,0.43046212198497713,-0.04742907381147149,4.325551062242317,17.344738674258938,1.7125286738134076e-4,0.0016578619561359298,AT4G12700,NA,NA
AT4G04210.1,0.5901439460746701,-0.759510607125148,5.052033142063494,17.343896816019104,1.7132496787362469e-4,0.0016579015769734328,AT4G04210,PUX4,plant UBX domain containing protein 4
AT4G30790.1,-0.2869601737056941,0.737865323234287,5.462724535976572,17.34353880355455,1.7135563885568514e-4,0.0016579015769734328,AT4G30790,ATG11,AUTOPHAGY-RELATED 11
AT5G36110.1,-0.7380341299976709,-0.36654005247028126,0.583381316477749,17.336821895442718,1.7193209635718907e-4,0.0016630000868722702,AT5G36110,CYP716A1,"cytochrome P450, family 716, subfamily A, polypeptide 1"
AT5G02360.1,-0.24353008448180732,-0.9622985240047501,0.8418201761324998,17.333369642739026,1.7222912916376566e-4,0.0016653937260894542,AT5G02360,NA,NA
AT2G46535.1,-0.14921145240640935,-0.4908296867984497,3.5545498057293248,17.332191020509903,1.723306556162283e-4,0.001665896055816025,AT2G46535,NA,NA
AT1G26380.1,-0.6968208391954608,-1.0873146364878106,2.878248176100598,17.330170419909027,1.7250484930852512e-4,0.001667100358488657,AT1G26380,AtBBE3;FOX;FOX1,NA;FAD-LINKED OXIDOREDUCTASE;FAD-LINKED OXIDOREDUCTASE 1
AT5G10110.1,0.5918029369734465,-0.3645742164880788,3.4233560523948157,17.327373209413857,1.7274628429276407e-4,0.001668953606902087,AT5G10110,NA,NA
AT2G28400.1,-0.9242046373390181,-0.5067402412568548,3.051799955791863,17.32432581691999,1.7300969778792668e-4,0.0016708707358626083,AT2G28400,NA,NA
AT5G52050.1,-0.7395862847496781,-1.1312287168237412,2.1351936628434016,17.323927369870518,1.730441688233402e-4,0.0016708707358626083,AT5G52050,AtDTX50;DTX50,NA;Detoxification Efflux Carrier 50
AT2G32880.1,0.11785658072169997,0.7118553282452431,4.37528365701439,17.317314416550307,1.7361728229974466e-4,0.0016759229876001207,AT2G32880,NA,NA
AT5G50140.1,-1.83481679726861,-2.303515712439521,-1.9459601182622381,17.31145269225655,1.741268770316529e-4,0.0016800133286237879,AT5G50140,NA,NA
AT4G14450.1,-1.7294465932941727,-0.34687411118682526,0.45455338368576637,17.311290299034304,1.741410161179886e-4,0.0016800133286237879,AT4G14450,PH1,"NA"
AT4G04960.1,-0.5525224866002252,0.29966644698682743,4.601926719502961,17.30954054808465,1.7429343448597577e-4,0.001681001143971802,AT4G04960,LecRK-VII.1,L-type lectin receptor kinase VII.1
AT4G15610.1,0.7182947001340761,-0.6769652041855603,5.232762323909157,17.308656316274316,1.7437050942230048e-4,0.0016812619390554207,AT4G15610,CASPL1D1,CASP-like protein 1D1
AT1G45160.2,0.38953492751030855,-0.17246448524099112,5.8786716463847615,17.303224422050725,1.748447341969471e-4,0.0016853507626178473,AT1G45160,NA,NA
AT1G69690.1,0.5440672450139667,0.010838711329747846,4.754476543891213,17.29125903158662,1.7589391228153603e-4,0.001694977700167529,AT1G69690,AtTCP15;TCP15,NA;TEOSINTE BRANCHED1/CYCLOIDEA/PCF 15
AT5G63350.1,-1.551497870469317,-0.01516498124660278,-0.8202286112856926,17.28895123427144,1.7609699317564824e-4,0.0016964481550137992,AT5G63350,AITR6,"NA"
AT4G30390.1,-0.3176539329615599,-0.17077192251327444,4.208915496130803,17.28775537229692,1.7620231851013383e-4,0.0016969762988184342,AT4G30390,NA,NA
AT2G27060.1,-0.011775736544793483,0.5548168045139916,4.803751126820102,17.27855898427959,1.7701439657081693e-4,0.0017043088119119171,AT2G27060,NA,NA
AT3G19030.1,-0.6872064687405247,0.6852726987357373,5.566979866764934,17.275593910457992,1.7727702157500498e-4,0.0017063484614618497,AT3G19030,NA,NA
AT2G15080.1,-0.8888887687776046,0.741869003980848,5.960319411132541,17.273717986191812,1.7744337871446165e-4,0.001707460598958574,AT2G15080,AtRLP19;RLP19,receptor like protein 19;receptor like protein 19
AT3G20930.1,-0.09284829184765044,0.636478893265737,4.755005614910035,17.266203958098416,1.7811128987094499e-4,0.0017133969545500985,AT3G20930,ORRM1,Organelle RRM protein 1
AT4G32200.1,-0.0706376430061564,-0.6562274349574841,3.313545955214595,17.264306764838153,1.7828032580108637e-4,0.0017145322002198352,AT4G32200,ASY2,"NA"
AT1G61350.1,-0.3072489071511504,-0.15908005104459916,4.366109895388982,17.25368454795138,1.792297108565536e-4,0.0017229108336794057,AT1G61350,NA,NA
AT1G68040.1,2.2237711142135588,-1.3167616347939792,-1.222452840843728,17.25341240922146,1.7925410018877454e-4,0.0017229108336794057,AT1G68040,NA,NA
AT3G56260.2,1.1487717595931235,-2.086108657877042,2.751466856749255,17.251655251569186,1.7941165824915165e-4,0.0017239320962219027,AT3G56260,NA,NA
AT3G57280.1,-0.07658240185848748,-0.467333079758746,5.745105425415216,17.248774429150266,1.796702710224565e-4,0.0017259235125490517,AT3G57280,AtFAX1;FAX1,NA;fatty acid export 1
AT3G07570.1,-0.19288894700581974,-0.25902378207838544,4.644838281230078,17.243720837525306,1.80124835164434e-4,0.0017297955733624783,AT3G07570,NA,NA
AT4G32940.1,-0.33467069808690225,0.734339874026047,6.839866432539851,17.2396365973719,1.8049304754562265e-4,0.0017325999102807475,AT4G32940,AEP3;AtLEG gamma;GAMMA-VPE;GAMMAVPE;LEG gamma,asparaginyl endopeptidase 3;NA;gamma vacuolar processing enzyme;NA;legumain gamma
AT3G46780.1,0.2356246619708223,0.4671136682772525,9.208915900296972,17.239338214651866,1.8051997755767207e-4,0.0017325999102807475,AT3G46780,PTAC16,plastid transcriptionally active 16
AT3G01470.1,0.04327475899414467,-0.5476877821180612,6.091635185097334,17.235278782552754,1.8088675395343606e-4,0.0017351289484280213,AT3G01470,AT3G01472.1;ATHB-1;ATHB1;CPuORF33;HAT5;HB-1;HD-ZIP-1,NA;homeobox 1;ARABIDOPSIS THALIANA HOMEOBOX 1;conserved peptide upstream open reading frame 33;HOMEODOMAIN PROTEIN FROM ARABIDOIPSIS THALIANA 5;homeobox 1;NA
AT3G01472.1,0.04327475899414467,-0.5476877821180612,6.091635185097334,17.235278782552754,1.8088675395343606e-4,0.0017351289484280213,AT3G01472,NA,NA
AT4G20840.1,-0.1264999798323988,0.7798909430265495,4.332440241732251,17.234667156651522,1.80942079924658e-4,0.0017351643178163123,AT4G20840,AtBBE21;OGOX2,NA;oligogalacturonide oxidase 2
AT3G02770.1,-0.3884502441801483,-0.13814434559830555,4.497841238085188,17.233257537016456,1.8106965463166556e-4,0.0017358923066856564,AT3G02770,NA,NA
AT4G34790.1,-0.7351002010630484,1.6399579156124444,1.4843188199601411,17.230801296780147,1.8129216652500494e-4,0.0017375297716980078,AT4G34790,SAUR3,SMALL AUXIN UPREGULATED RNA 3
AT3G55430.1,-0.673267610428727,0.3526667775545092,6.7643971334963116,17.214460468807978,1.827794662313118e-4,0.0017509316912903774,AT3G55430,NA,NA
AT3G51895.1,-0.46571264947433916,-0.14710402197998276,3.075524735053201,17.21429350438573,1.8279472570223925e-4,0.0017509316912903774,AT3G51895,AST12;SULTR3;1,NA;sulfate transporter 3;1
AT2G20570.2,1.0229807517794225,-1.0642772249221157,7.219136234426748,17.213125034572897,1.8290155196448032e-4,0.0017514556708778763,AT2G20570,ATGLK1;GLK1;GPRI1,ARABIDOPSIS GOLDEN2-LIKE 1;GOLDEN2-LIKE 1;GBF's pro-rich region-interacting factor 1
AT1G63820.1,-0.6712876340009093,-0.28373346838461927,1.2048282711919296,17.208711014008255,1.8330566334527273e-4,0.00175475275339418,AT1G63820,NA,NA
AT5G23240.1,-0.0776393038707064,0.7315236256964828,7.438562281677092,17.208224010133595,1.833503040642511e-4,0.00175475275339418,AT5G23240,AtDjC17;DJC76,NA;DNA J protein C76
AT3G32030.1,0.2716692649799086,1.004584799499704,1.1286377287746132,17.201532441616877,1.8396478200745e-4,0.0017601322907216217,AT3G32030,TPS9,Terpene Synthase 9
AT5G03330.1,-0.45480438408948276,0.06967011116708129,4.416562897063909,17.192559354894446,1.8479200227105647e-4,0.0017675436550845544,AT5G03330,NA,NA
AT5G01640.1,-0.1787259398265568,-0.8085902200395381,1.5158343822883285,17.18468730155663,1.8552078182720795e-4,0.0017740094794985322,AT5G01640,PRA1.B5,prenylated RAB acceptor 1.B5
AT1G12140.1,-0.07573967770717031,-0.4136885383303251,5.470635415998838,17.182679325810103,1.857071359753996e-4,0.0017752862540669637,AT1G12140,FMO GS-OX5,flavin-monooxygenase glucosinolate S-oxygenase 5
AT1G47960.1,-0.4747260300511298,-0.029032910171533595,3.3736618433660377,17.179879862017465,1.8596725818520503e-4,0.0017772672950908017,AT1G47960,ATC/VIF1;AtCIF1;C/VIF1;CIF1,CELL WALL / VACUOLAR INHIBITOR OF FRUCTOSIDASE 1;NA;cell wall / vacuolar inhibitor of fructosidase 1;NA
AT4G29950.1,-0.74735299821072,0.34307869637588023,6.532512126454656,17.175105970316224,1.8641168215745055e-4,0.0017810080590999866,AT4G29950,NA,NA
AT3G07640.1,-0.05195207939546207,0.5732959340979107,4.400731503843853,17.173262617910304,1.8658357257033217e-4,0.0017821436058863848,AT3G07640,NA,NA
AT4G21410.1,-0.7030087158431102,0.001656703371961895,6.556428236360416,17.16756561686495,1.871158136589494e-4,0.0017863670320794852,AT4G21410,CRK29,cysteine-rich RLK (RECEPTOR-like protein kinase) 29
AT5G16000.1,0.37397807827652857,0.3488404811402122,4.914077567724288,17.167391823909227,1.8713207407058472e-4,0.0017863670320794852,AT5G16000,AtNIK1;NIK1,NA;NSP-interacting kinase 1
AT3G55200.1,0.40514395209326837,-0.053211580804091975,5.388066529114214,17.166305256137505,1.8723376753266332e-4,0.001786830177970052,AT3G55200,AtSAP130a;SAP130a,Arabidopsis thaliana spliceosome-associated protein 130 a;spliceosome-associated protein 130 a
AT4G14430.1,-0.5304802453893995,0.2374930501912782,5.7551633416280605,17.16386600097495,1.8746226231063586e-4,0.0017885028217382128,AT4G14430,ATECI2;ECHIB;ECI2;IBR10;PEC12,"ARABIDOPSIS THALIANA DELTA(3), DELTA(2)-ENOYL COA ISOMERASE 2;ENOYL-COA HYDRATASE/ISOMERASE B;DELTA(3), DELTA(2)-ENOYL COA ISOMERASE 2;indole-3-butyric acid response 10;NA"
AT1G30410.1,-0.26710642109259103,-0.18321620356354446,6.035586188506851,17.163121789201014,1.8753203110190978e-4,0.0017886606043390216,AT1G30410,ABCC12;ATMRP13;MRP13,ATP-binding cassette C12;multidrug resistance-associated protein 13;multidrug resistance-associated protein 13
AT4G10690.1,0.5663055779121522,-0.3001968920695356,3.6078419273058575,17.161640034861637,1.8767102078312168e-4,0.0017894783315421268,AT4G10690,NA,NA
AT4G14020.1,-0.41021883841194473,-0.34641178842375314,3.657165474338316,17.158650442424378,1.8795176048738477e-4,0.0017916468243679726,AT4G14020,NA,NA
AT5G51920.1,-1.2110002272956302,0.8376172887931839,1.3055014619724372,17.154524228855507,1.8833992531465477e-4,0.0017948378248505473,AT5G51920,NA,NA
AT4G14723.1,2.386112969720934,-1.5643646457615192,-1.3462122482687857,17.145895749176454,1.8915422420114715e-4,0.0018020868277876232,AT4G14723,CLL2;EPFL4,CHALLAH-LIKE 2;epidermal patterning factor like 4
AT2G24120.1,0.06826725470456527,0.5236173637396485,6.2584310512717245,17.139604268409144,1.8975019117017824e-4,0.0018068429066947318,AT2G24120,PDE319;SCA3,PIGMENT DEFECTIVE 319;SCABRA 3
AT5G14310.1,-0.011539741943075537,-0.4559169133832676,4.716549023155475,17.139490502878825,1.8976098499272985e-4,0.0018068429066947318,AT5G14310,AtCXE16;CXE16,carboxyesterase 16;carboxyesterase 16
AT3G09540.1,0.5592348805248296,0.09385383172575987,4.237237534325102,17.131716368637566,1.9050003411450218e-4,0.0018133660471148733,AT3G09540,NA,NA
AT1G21640.2,-0.18455710486589896,0.5936157857318344,6.025433987241833,17.123023140939544,1.9132986637471365e-4,0.0018207494109099768,AT1G21640,ATNADK2;NADK2,NAD KINASE 2;NAD kinase 2
AT2G29890.3,0.42371311775921455,-0.008295074469429231,4.836730377634636,17.121554309222514,1.9147043367389558e-4,0.0018215712096008605,AT2G29890,ATVLN1;VLN1,NA;villin 1
AT5G10930.1,0.7632982222765887,-0.595232773442984,2.9978485443257075,17.11587335256491,1.920150744453121e-4,0.0018262356443564613,AT5G10930,CIPK5;SnRK3.24,CBL-interacting protein kinase 5;SNF1-RELATED PROTEIN KINASE 3.24
AT4G37510.1,0.13681327006947577,0.3098788612696801,7.334565261791033,17.113432296352702,1.9224957732003178e-4,0.0018279485843541903,AT4G37510,NA,NA
AT1G11540.1,-0.6485090873492625,-0.21012857125807682,1.459702748901177,17.101694193718696,1.9338121753388987e-4,0.0018381883087903162,AT1G11540,NA,NA
AT2G38995.1,0.8724021835948099,-0.34668913826148867,2.4881948492590236,17.10058338470603,1.9348865216562585e-4,0.0018386893919879411,AT2G38995,NA,NA
AT2G47550.1,-0.5938639926365181,-0.10497456208370215,2.9678077172420685,17.09915777705323,1.9362662078369243e-4,0.0018394802690341059,AT2G47550,NA,NA
AT1G72630.1,-0.1104334419507745,0.8358827173697979,3.430195134880517,17.09695154616972,1.938403311509454e-4,0.0018409900529491427,AT1G72630,ELF4-L2,ELF4-like 2
AT4G10310.1,1.55779614973147,-1.3548569362172649,1.865208907830967,17.095716071539705,1.9396011054894358e-4,0.0018416071304508622,AT4G10310,ATHKT1;HKT1;HKT1;1,NA;high-affinity K+ transporter 1;NA
AT5G24270.1,-0.751230586700763,0.5881941690838608,3.1544853951489213,17.09263981066579,1.9425867605601813e-4,0.001843920913230034,AT5G24270,ATSOS3;CBL4;SOS3,SALT OVERLY SENSITIVE 3;CALCINEURIN B-LIKE PROTEIN 4;SALT OVERLY SENSITIVE 3
AT1G69270.1,-0.2772912640362489,-0.35233502532819955,3.4767491648498785,17.08909935294529,1.9460286292560965e-4,0.001846298584663771,AT1G69270,AtRPK1;RPK1,NA;receptor-like protein kinase 1
AT2G28140.1,-1.080556675647118,0.5885556440631056,1.9479216312347758,17.08893291757842,1.9461905799890116e-4,0.001846298584663771,AT2G28140,NA,NA
AT4G31805.1,0.4538919383335107,0.3075571196237295,2.3063631282251107,17.084531168772084,1.950478618005866e-4,0.001849844271019845,AT4G31805,POLAR,POLAR LOCALIZATION DURING ASYMMETRIC DIVISION AND REDISTRIBUTION
AT3G43800.1,-0.3632693306201536,-0.16710720643725172,6.049814452105217,17.07902131139241,1.955859456018819e-4,0.0018544240812963983,AT3G43800,ATGSTU27;GSTU27,glutathione S-transferase tau 27;glutathione S-transferase tau 27
AT1G01320.1,0.11728714269991691,0.4823114082316205,9.069715455086289,17.077963565324012,1.9568941309255016e-4,0.0018548817090933342,AT1G01320,REC1,REDUCED CHLOROPLAST COVERAGE
AT1G15440.1,0.4445373024131587,-0.2883356315424568,5.450621860307035,17.074001293076073,1.9607748474235974e-4,0.0018580359961400937,AT1G15440,ATPWP2;PWP2,PERIODIC TRYPTOPHAN PROTEIN 2;periodic tryptophan protein 2
AT5G43420.1,-0.24657500317909609,-0.9786966482937342,3.6946108648847837,17.073101427941996,1.9616572623828106e-4,0.0018583481063035579,AT5G43420,NA,NA
